Position,Exchange Name,Type,Trust Score,24h volume in $ (normalized),24h volume in $,Website visits,# Coins,# Pairs
135,Omgfin,Centralized,5,1.161.476,454.797.743,4.345,48,147
136,Waves.Exchange,Centralized,5,903.098,903.098,29.832,16,30
137,BepSwap,Decentralized,5,783.553,783.553,27.930,14,22
138,Altilly,Centralized,5,418.889,418.889,106.758,190,541
139,Bitsten,Centralized,5,403.108,1.169.901,1.508,12,18
140,CoinHe,Centralized,5,394.020,12.971.437,1.474,14,34
141,Satang-Pro,Centralized,5,315.795,315.795,74.682,27,27
142,Bitex.la,Centralized,5,282.076,282.076,42.839,1,1
143,ChainEX,Centralized,5,233.252,233.252,61.205,13,20
144,Idex,Decentralized,5,226.999,226.999,314.063,44,46
145,Graviex,Centralized,5,156.109,156.109,221.147,197,395
146,SouthXchange,Centralized,5,128.720,128.720,38.195,161,368
147,Cream-Swap-Swap,Decentralized,5,"85.893,24","85.893,24",459.134,4,6
148,qTrade,Centralized,5,"70.125,22","70.125,22",93.995,25,26
149,Multi.io,Centralized,5,"19.786,15","19.786,15",5.024,19,19
150,Radar-Relay,Decentralized,5,"11.558,50","11.558,50",16.996,5,5
151,Unnamed,Centralized,5,"5.846,02","5.846,02",64.822,143,434
152,Coingi,Centralized,5,"4.102,06","4.102,06",1.535,4,6
153,Bankera,Centralized,5,"3.745,21","3.745,21",4.321,9,53
154,Honeyswap,Decentralized,5,"0,00",2.535.364,0,4,70
155,SakeSwap,Decentralized,5,"0,00","88.822,66",0,12,24
156,Chiliz,Centralized,5,"0,00",1.717.986.746,0,12,41
157,CoinEx,Centralized,4,79.434.585,79.434.585,493.250,164,408
158,Catex,Centralized,4,27.614.515,93.842.210,103.304,76,163
159,Mercatox,Centralized,4,24.638.873,24.638.873,355.389,225,377
160,ExMarkets,Centralized,4,15.908.339,42.685.506,59.512,33,67
161,CoinEgg,Centralized,4,13.637.075,13.637.075,91.105,44,54
162,IDCM,Centralized,4,8.985.731,4.146.560.578,33.615,36,67
163,Bidesk,Centralized,4,8.349.525,2.884.596.815,31.235,38,63
164,Bitsonic,Centralized,4,5.390.329,5.390.329,62.051,70,84
165,EXX,Centralized,4,4.997.686,1.077.435.896,18.696,54,80
166,itBit,Centralized,4,3.335.266,14.279.774,12.477,5,6
167,Lukki,Centralized,4,2.575.027,3.301.166,9.633,14,22
168,CoinAll,Centralized,4,2.279.112,6.623.092,8.526,73,109
169,CoinMargin,Centralized,4,1.400.186,18.757.715,5.238,7,17
170,Hanbitco,Centralized,4,853.390,853.390,5.668,20,25
171,Tokenomy,Centralized,4,756.985,756.985,14.241,28,33
172,HBTC,Centralized,4,661.867,5.459.041.787,2.476,111,167
173,Loopring,Decentralized,4,562.996,562.996,131.324,23,31
174,Coinmetro,Centralized,4,555.091,555.091,30.344,15,24
175,BitStorage,Centralized,4,507.093,1.654.344,1.897,11,19
176,TomoDEX,Decentralized,4,484.756,484.756,8.541,17,23
177,Vinex,Centralized,4,443.029,443.029,13.352,20,27
178,Binance-DEX,Decentralized,4,372.419,372.419,1.381.000,109,140
179,Beaxy,Centralized,4,278.676,278.676,12.252,28,32
180,TradeOgre,Centralized,4,176.785,176.785,497.036,71,77
181,Coinfalcon,Centralized,4,105.290,105.290,15.907,11,17
182,Tokpie,Centralized,4,"67.428,93","67.428,93",5.000,14,19
183,BITEXBOOK,Centralized,4,"28.568,09","28.568,09",11.414,20,78
184,SafeTrade,Centralized,4,"17.758,00","17.758,00",10.813,21,30
185,Huobi-Indonesia,Centralized,4,"8.821,33",1.477.971,33,49,67
186,C-Patex,Centralized,4,"747,75","747,75",7.285,45,77
187,BitHash,Centralized,4,"0,00",22.607.495,0,11,46
188,XT,Centralized,3,150.978.721,2.061.417.505,564.801,111,215
189,YoBit,Centralized,3,99.727.791,99.727.791,3.391.000,443,3781
190,CoinBene,Centralized,3,52.465.280,1.563.682.266,196.269,184,231
191,FatBTC,Centralized,3,44.726.095,44.726.095,501.238,136,173
192,FinexBox,Centralized,3,14.308.737,117.437.060,53.528,235,325
193,BitZ,Centralized,3,8.309.429,1.719.456.507,31.085,155,218
194,CBX,Centralized,3,3.536.018,169.775.319,13.228,19,34
195,Bvnex,Centralized,3,2.576.364,122.138.203,9.638,59,71
196,Coinzo,Centralized,3,2.083.650,2.083.650,45.695,7,15
197,Changelly-PRO,Centralized,3,2.004.047,892.637.339,7.497,32,88
198,Bgogo,Centralized,3,1.202.909,2.849.101,4.500,16,22
199,Txbit,Centralized,3,1.138.582,1.138.582,24.088,25,33
200,Virgox,Centralized,3,989.326,13.429.510,3.701,50,55
201,XCOEX,Centralized,3,892.146,892.146,3.883,9,25
202,COINBIG,Centralized,3,801.939,1.568.816.066,3.000,30,88
203,Bit2c,Centralized,3,433.954,433.954,31.406,2,2
204,Dove-Wallet,Centralized,3,372.044,372.044,110.906,76,635
205,FTX.us,Centralized,3,208.892,208.892,13.668,8,13
206,KKCoin,Centralized,3,136.062,665.594.896,509,5,11
207,Zebitex,Centralized,3,"55.893,30","55.893,30",25.803,27,57
208,Lucent,Centralized,3,"12.563,72",2.477.375,47,6,8
209,DSX-Global,Centralized,3,"6.156,30","6.156,30",387,7,23
210,Altmarkets,Centralized,3,"848,21","848,21",45.897,54,72
211,Cream-Swap-Swap,Decentralized,3,"0,00","29.702,50",0,2,2
212,Indoex,Centralized,2,44.195.948,619.377.755,165.334,59,204
213,BitAsset,Centralized,2,5.163.153,1.411.043.344,19.315,62,171
214,Velic,Centralized,2,1.066.579,2.712.303,3.990,17,24
215,ViteX,Decentralized,2,893.922,893.922,8.166,47,71
216,BitRabbit,Centralized,2,814.885,814.885,5.634,9,16
217,SatoExchange,Centralized,2,"27.723,85","27.723,85",36.736,30,65
218,StakeCube-Exchange,Centralized,2,"23.533,98","23.533,98",699.416,49,175
219,Bibo,Centralized,2,"0,00","2.117,63",0,5,9
220,ZG.com,Centralized,1,43.631.918,3.825.565.509,163.224,67,112
221,Vindax,Centralized,1,27.761.270,457.842.115,103.853,172,360
222,BitOnBay,Centralized,1,1.336.566,763.290.572,5.000,6,9
223,GDAC,Centralized,1,186.852,5.432.115,699,21,24
224,Bitalong,Centralized,1,"66.293,66",22.658.134,248,22,31
225,BITFRONT,Centralized,1,"34.750,71",182.134.553,130,6,13
226,SecondBTC,Centralized,1,"10.157,90",128.290,38,4,5
227,Bithumb-Singapore,Centralized,1,"0,00","32.559,96",0,3,4
228,Currency.com,Centralized,N/A,93.680.108,93.680.108,500.631,8,229
229,Aave,Decentralized,N/A,78.443.620,78.443.620,432.777,18,19
230,Curve-Finance,Decentralized,N/A,69.311.738,69.311.738,430.126,8,23
231,1inch,Decentralized,N/A,45.469.381,45.469.381,316.610,171,175
232,Compound-Finance,Decentralized,N/A,44.420.430,44.420.430,480.000,11,11
233,BTCNEXT,Centralized,N/A,41.796.011,47.876.793,156.356,26,49
234,Sistemkoin,Centralized,N/A,31.405.283,730.551.315,117.485,155,341
235,BurgerSwap,Decentralized,N/A,19.001.788,19.001.788,178.288,19,46
236,0x-Protocol,Decentralized,N/A,17.805.995,39.827.398,66.611,37,40
237,Huobi-Korea,Centralized,N/A,13.998.921,26.643.601,52.369,230,481
238,JustSwap,Decentralized,N/A,11.746.028,11.746.028,974.885,42,581
239,WhaleEx,Centralized,N/A,10.745.988,85.504.028,40.200,67,97
240,Tokenlon,Decentralized,N/A,9.543.881,20.503.852,35.703,22,50
241,Kyber-Network,Decentralized,N/A,8.896.089,8.896.089,54.935,82,85
242,EtherFlyer,Centralized,N/A,7.831.740,1.237.202.096,29.298,111,132
243,Coinsuper,Centralized,N/A,6.472.453,86.518.983,24.213,35,56
244,Aprobit,Centralized,N/A,5.013.458,145.294.692,18.755,27,49
245,Bitci,Centralized,N/A,3.898.565,3.898.565,22.044,21,59
246,Coinlim,Centralized,N/A,3.882.990,162.226.003,14.526,47,58
247,Zebpay,Centralized,N/A,3.753.051,3.753.051,62.093,15,35
248,Bancor-Network,Decentralized,N/A,3.452.890,3.452.890,129.541,95,104
249,Upbit-Indonesia,Centralized,N/A,3.435.994,3.435.994,159.637,144,184
250,Synthetix-Exchange,Decentralized,N/A,3.167.689,3.167.689,38.414,26,40
251,ABCC,Centralized,N/A,2.686.497,12.818.263,10.050,5,7
252,Anyswap,Decentralized,N/A,2.360.310,2.360.310,22.586,12,15
253,Cryptology,Centralized,N/A,2.312.259,19.504.466,8.650,11,29
254,Coinpark,Centralized,N/A,2.214.155,535.260.326,8.283,19,34
255,Cryptex,Centralized,N/A,1.147.041,2.533.842,4.291,2,2
256,TopBTC,Centralized,N/A,1.136.081,671.111.047,4.250,31,45
257,ZG.TOP,Centralized,N/A,1.131.536,26.778.306,4.233,12,15
258,Yunex.io,Centralized,N/A,1.106.676,20.228.378,4.140,22,32
259,FinanceX,Centralized,N/A,965.268,8.338.082,3.611,19,45
260,Huobi-Japan,Centralized,N/A,919.591,919.591,13.637,10,21
261,Cybex-DEX,Decentralized,N/A,890.955,1.275.893,3.333,5,7
262,Nexus-Mutual-Mutual,N/A,"$746,157",746.157,94.460,1,1
263,LocalTrade,Centralized,N/A,655.986,75.829.304,2.454,16,38
264,Hubi,Centralized,N/A,542.646,347.772.032,2.030,18,29
265,Hb.top,Centralized,N/A,534.626,20.352.513,2.000,5,9
266,Binance-Jersey,Centralized,N/A,532.417,532.417,43.930,6,11
267,Paymium,Centralized,N/A,450.080,450.080,25.248,1,1
268,FEX,Centralized,N/A,394.287,21.864.174,1.475,17,26
269,PoloniDEX,Decentralized,N/A,321.945,321.945,2.250,35,68
270,Uniswap-(v1),Decentralized,N/A,296.982,296.982,14.652,181,237
271,Lykke,Centralized,N/A,248.628,248.628,12.333,47,130
272,Btc-Exchange,Centralized,N/A,198.857,198.857,5.730,2,2
273,Braziliex,Centralized,N/A,190.686,190.686,276.971,19,29
274,Nami.Exchange,Centralized,N/A,175.625,2.043.481,657,12,18
275,Newdex,Decentralized,N/A,152.795,152.795,134.090,68,134
276,Coinsbank,Centralized,N/A,152.222,152.222,8.392,4,12
277,TronTrade,Decentralized,N/A,148.220,148.220,284.352,25,34
278,TokenSets,Decentralized,N/A,143.365,143.365,97.583,60,64
279,Daybit,Centralized,N/A,"86.886,23","86.886,23",18.935,8,9
280,Freiexchange,Centralized,N/A,"85.936,74","85.936,74",28.161,55,63
281,Ice3x,Centralized,N/A,"83.206,86","83.206,86",1.357,10,18
282,BTC-Trade-Trade,Centralized,N/A,"70.300,94","70.300,94",91.308,19,20
283,CoinFLEX,Centralized,N/A,"63.540,88","63.540,88",26.741,6,7
284,Birake,Decentralized,N/A,"60.010,13","60.010,13",22.415,44,51
285,Gnosis-Protocol,Decentralized,N/A,"35.829,59","35.829,59",8.898,6,6
286,CRXzone,Centralized,N/A,"25.199,12","25.199,12",777,2,4
287,StellarTerm,Decentralized,N/A,"18.027,51","18.027,51",6.552,17,41
288,Bisq,Decentralized,N/A,"15.938,85","15.938,85",50.166,3,11
289,Allbit,Decentralized,N/A,"13.041,54","13.041,54",28.694,3,5
290,OasisDEX,Decentralized,N/A,"12.335,62","12.335,62",93.805,3,4
291,CPDAX,Centralized,N/A,"9.237,07","9.237,07",2.089,3,4
292,Bamboo-Relay,Decentralized,N/A,"8.572,29","8.572,29",12.181,35,54
293,ForkDelta,Decentralized,N/A,"7.493,38","7.493,38",71.108,79,81
294,BTCSquare,Centralized,N/A,"6.314,27","6.314,27",5.000,15,15
295,BCEX,Centralized,N/A,"4.904,58","4.904,58",2.200,15,20
296,Bleutrade,Centralized,N/A,"3.345,41","3.345,41",19.348,8,16
297,Infinity-Coin,Centralized,N/A,"1.052,97","1.052,97",481,1,1
298,COINX.PRO,Centralized,N/A,"914,66","914,66",2.100,1,1
299,Artis-Turba,Centralized,N/A,"571,75","571,75",769,10,29
300,Bitfex,Centralized,N/A,"542,76","542,76",4.000,8,11
